id,gameNm,platform,genre,release_dt,price,rating,sales_m
15997,Golden Horizon III,switch,Shooter,2008/08/22,65.66,5.8,0.568
45211,Shadow Vortex: Remastered,Mobile,Adventure,22.07.2006,8.15,,0.487
47059,Shadow Warfare: Origins,SWITCH,Puzzle,10-24-2015,45.9,6.6,0.189
19005,NEON CHRONICLES,switch,RPG,21.05.2017,70.27,7.7,0.273
31937,Rogue Frontier: Reborn,iOS/Android,Strategy,01-28-2011,30.91,,0.475
8305,Mystic Requiem,Nintendo Switch,Shooter,2024-10-20,17.65,6.4,1.248
131,Mystic Legacy HD,mobile,Adventure,06.05.2017,5.21,6.1,0.046
35533,Lost Chronicles,PC ,Shooter,21/01/2012,71.65,7.5,1.202
26223,Golden Dominion Online,PC,Strategy,28/12/2018,48.98,7.7,0.479
4064,Silent Saga HD,Switch,Action,23.10.2021,23.16,6.0,0.154
17887,STEEL VORTEX,switch,Shooter,10.06.2020,46.91,7.1,1.887
14301,WILD LEGACY III,Nintendo Switch,Sports,17.04.2005,22.74,0.0,2.614
18475,Crimson Dominion,P.C.,Action,02-27-2020,31.41,7.6,0.603
13648,Broken Dynasty,PC,RPG,27.11.2013,42.2,6.7,0.583
3422,Iron Quest,Mobile,Simulation,03-28-2019,19.62,8.4,0.638
20943,ancient storm iii,mobile,Racing,2008-07-14,67.31,8.2,0.539
37809,NEON LEGENDS III,iOS/Android,Simulation,25.06.2009,50.7,6.9,0.326
29270,Dark Vortex: Reborn,Switch,Adventure,15.11.2019,9.64,7.0,0.878
40675,Eternal Chronicles,SWITCH,Racing,10-31-2024,68.4,5.4,0.018
34164,Mystic Legacy,PlayStation,Racing,27.12.2011,19.66,5.2,1.473
30270,Dark Kingdom: Remastered,PlayStation,Strategy,2011-12-27,26.06,7.7,0.046
39722,Lost Legends II,PS,Action,2011/08/10,59.3,7.5,0.323
19337,NEON STORM: ORIGINS,xbox,Puzzle,05/04/2014,69.57,9.1,2.028
964,Broken Rebellion: Origins,mobile,Puzzle,04/11/2020,72.55,7.0,1.198
440,Lost Warfare III,pc,Sports,13.04.2024,69.62,8.5,1.713
28779,neon dominion ii,Playstation ,Simulation,07/12/2013,23.64,10.0,0.086
19681,Dark Odyssey,Pc,Strategy,03-24-2023,9.46,6.5,0.106
48112,Frozen Dynasty,iOS/Android,Shooter,09-27-2009,68.0,8.8,0.247
428,Hidden Warfare Online,XBOX,Adventure,22/07/2005,58.29,6.4,0.434
34063,Rising Storm,Switch,RPG,09/11/2016,19.49,5.1,0.126
10133,eternal storm iii,Mobile,Sports,10-12-2017,61.72,5.8,1.752
32899,Mystic Dynasty: Reborn,xbox,Action,2015-02-24,20.04,6.2,1.107
7528,Mystic Dominion,switch,Racing,2012-04-09,58.02,8.0,1.048
36465,Final Realm,PlayStation,RPG,25.09.2013,73.72,5.6,2.837
29645,BROKEN DOMINION,Playstation ,Puzzle,09.12.2005,43.97,8.8,0.663
21889,Ancient Legacy: Origins,switch,Adventure,12/04/2006,51.34,6.3,0.678
19353,Frozen Quest,P.C.,Shooter,2011/04/16,26.66,7.2,1.755
40327,Rising Quest: Reborn,SWITCH,Shooter,2024-02-17,41.34,6.0,0.318
41732,Iron Vortex,Xbox ,Puzzle,2023/12/07,66.03,5.9,0.045
8911,Dark Quest Online,switch,Strategy,2013-08-05,30.46,7.1,0.138
45096,shadow horizon ii,XBOX,Puzzle,10-10-2010,24.16,6.2,0.696
15197,Silent Uprising III,PC,Action,21/01/2007,10.62,6.4,0.029
45715,BROKEN REQUIEM HD,XBOX,Racing,27.08.2018,32.04,8.2,0.674
27235,Lost Frontier: Remastered,Nintendo Switch,Shooter,04.01.2021,45.27,7.4,0.331
13384,Broken Warfare HD,Playstation ,Puzzle,02.09.2019,72.23,8.3,0.975
43496,Steel Nexus III,switch,Simulation,29/11/2021,70.39,9.1,1.015
5611,eternal horizon: reborn,Switch,Racing,04-11-2006,27.54,7.2,0.356
4252,SAVAGE KINGDOM II,switch,MOBA,08-25-2024,72.15,7.1,0.175
30541,Rising Empire: Origins,mobile,Strategy,2013/05/21,28.78,9.1,0.229
23434,Broken Legends III,PC,Adventure,05.12.2013,37.13,,0.158
3913,Wild Uprising II,Nintendo Switch,Simulation,2009-02-28,51.56,7.2,1.362
24655,Dark Saga: Origins,P.C.,Strategy,12-13-2011,46.69,7.4,0.424
7104,Neon Rebellion Online,iOS/Android,,01/06/2019,49.1,7.6,0.279
47879,Final Chronicles: Origins,Mobile,Strategy,06-28-2017,21.22,6.9,0.415
43871,Rising Saga III,playstation,Adventure,2006-09-02,10.71,6.7,0.444
6173,Rising Rebellion HD,Xbox,Puzzle,19/03/2023,49.52,7.1,0.396
22371,Mystic Nexus,SWITCH,,19/02/2006,18.01,9.2,0.905
38825,Hidden Quest II,pc,Simulation,05-25-2020,69.5,5.9,0.042
32751,Iron Warfare: Origins,Playstation ,RPG,2019-07-01,16.49,6.1,1.534
3674,savage vortex,playstation,RPG,03-28-2021,51.18,6.4,0.205
28072,crimson dynasty,PlayStation,Puzzle,2011-12-26,48.59,6.3,3.324
525,Savage Quest: Reborn,Mobile ,Puzzle,15/04/2018,20.85,6.4,3.543
4877,hidden empire online,PC ,Puzzle,14.11.2012,41.69,8.6,1.807
38753,Crimson Saga: Reborn,SWITCH,Simulation,26/04/2010,56.03,7.7,0.374
39865,Savage Quest,SWITCH,Shooter,28/08/2008,41.75,8.7,0.964
41127,Frozen Chronicles II,iOS/Android,Adventure,03/08/2015,72.35,5.9,0.762
13365,Frozen Requiem III,Mobile ,Adventure,17/03/2023,15.8,6.2,0.45
20487,Iron Dominion HD,iOS/Android,Strategy,2015/10/07,49.83,5.8,2.267
22673,ETERNAL UPRISING ONLINE,Mobile ,RPG,2021/02/25,69.09,10.0,0.109
47386,Wild Warfare: Remastered,XBOX,Action,2015-03-25,69.28,5.9,0.661
4577,Rogue Nexus HD,PC,MOBA,03-30-2009,64.69,4.4,0.141
16293,Dark Rebellion Online,XBOX,Action,27/08/2011,70.84,,1.455
6039,Frozen Uprising: Reborn,SWITCH,Strategy,04-25-2018,30.1,6.4,1.634
37180,Silent Empire: Reborn,PlayStation,Puzzle,05-11-2022,23.25,3.8,0.039
22646,Lost Nexus Online,Mobile,Action,2014-12-18,49.7,6.5,0.883
42464,Final Saga: Remastered,PS,Shooter,07-31-2010,72.53,7.3,1.061
29648,Mystic Legends,Switch,Shooter,30.06.2015,40.61,6.0,1.698
27249,CRIMSON HORIZON: ORIGINS,Xbox ,RPG,04/05/2021,13.2,7.3,0.094
560,Ancient Chronicles: Origins,iOS/Android,Strategy,2014/02/28,13.24,6.1,0.679
44595,Ancient Uprising HD,PS,Strategy,2008/09/27,39.17,6.6,0.316
6757,Mystic Vortex,Playstation ,Adventure,20.04.2022,51.11,9.0,2.083
3443,Final Nexus HD,PC ,Shooter,03-19-2024,16.8,7.3,0.863
31143,LOST QUEST,PlayStation,Racing,2024-07-22,15.46,7.4,0.156
44385,Dark Legends Online,xbox,Action,2019-01-15,59.43,7.7,0.414
7456,Steel Saga II,Switch,Puzzle,24/10/2016,7.49,9.8,0.105
34386,Rogue Warfare: Origins,Pc,Shooter,07.06.2012,38.6,8.2,0.13
39239,SHADOW SAGA: ORIGINS,Mobile,Shooter,16.01.2024,55.31,6.8,0.308
24520,hidden storm,XBOX,Strategy,13/12/2020,72.81,5.6,1.599
41975,Savage Nexus Online,Nintendo Switch,Strategy,2014-02-24,57.84,8.1,0.684
19685,Frozen Rebellion HD,SWITCH,Action,08.02.2008,70.9,6.6,0.476
6005,Rogue Dominion,mobile,Strategy,04-13-2021,37.5,7.6,0.881
35947,Ancient Empire HD,xbox,MOBA,04-24-2008,40.12,-1.0,0.548
13435,Mystic Chronicles HD,PlayStation,Adventure,2013/07/10,20.2,6.5,0.451
18891,Neon Odyssey: Remastered,Mobile ,Strategy,04-11-2005,32.88,8.1,0.729
34885,Silent Chronicles II,PC,Strategy,09-16-2009,70.05,7.1,1.166
32690,golden odyssey online,Nintendo Switch,Adventure,08-12-2012,65.42,8.2,0.705
26074,Final Nexus HD,xbox,Puzzle,12-08-2024,48.12,3.8,0.246
38908,Rising Horizon HD,xbox,Sports,03-03-2019,13.77,6.5,0.666
21774,Dark Storm,switch,Strategy,23/06/2023,59.15,4.9,1.029
2870,Dark Saga II,Nintendo Switch,,24/10/2013,19.14,6.4,0.2
44042,neon uprising,pc,Shooter,2017-11-24,61.14,5.6,0.635
9556,Neon Odyssey III,pc,MOBA,2014/11/25,71.28,4.5,0.399
37794,Rogue Chronicles II,Mobile,MOBA,2023-04-26,61.23,6.0,1.195
14706,Golden Kingdom III,PS,RPG,09/08/2024,62.56,8.6,0.234
31058,Frozen Quest,,Action,17/02/2017,74.71,7.9,0.025
35464,Broken Saga,Playstation ,Racing,,14.86,8.6,0.04
24109,Savage Storm: Remastered,Nintendo Switch,Sports,05-04-2014,51.12,7.1,0.336
28251,savage legends,Xbox,RPG,12-25-2013,40.4,7.6,0.619
42083,Lost Storm,SWITCH,Sports,2017/02/19,58.21,7.4,0.251
1659,Eternal Nexus II,PC,Puzzle,2013/12/06,8.88,6.5,0.083
18907,Final Requiem Online,playstation,Adventure,09.01.2014,63.99,3.9,2.135
21852,Rogue Vortex II,,RPG,27.12.2013,31.02,6.7,0.073
38607,Eternal Horizon: Reborn,Playstation ,,2011/02/28,56.41,7.6,0.042
17801,Ancient Vortex,Nintendo Switch,RPG,21/02/2006,10.42,7.3,2.075
11667,Wild Dominion: Reborn,Mobile,RPG,09-19-2021,57.48,5.9,0.159
39,Steel Warfare HD,iOS/Android,,01-28-2018,9.8,7.5,0.027
37904,Hidden Odyssey,PC ,MOBA,2013/06/07,8.44,5.0,0.58
11555,Savage Rebellion III,SWITCH,Strategy,28/02/2006,16.4,8.3,0.406
30788,Eternal Vortex: Origins,mobile,MOBA,2005/03/03,59.33,7.1,0.219
49466,iron nexus,playstation,RPG,2008/12/11,11.34,6.8,0.061
8178,mystic vortex hd,,RPG,2006/08/26,14.43,6.4,2.482
46448,Broken Odyssey Online,PlayStation,Racing,2005-03-29,60.23,6.1,4.541
41264,Shadow Storm: Origins,playstation,Simulation,2012-05-01,21.39,7.4,1.371
6040,silent dominion: reborn,PlayStation,MOBA,29/09/2011,52.11,5.4,0.064
49913,Rising Odyssey HD,Switch,Adventure,04-30-2023,54.81,5.6,0.436
17156,Final Kingdom Online,PC,Strategy,07-21-2019,70.65,15.0,0.48
39234,Broken Dominion: Reborn,P.C.,RPG,2012-03-01,47.67,6.6,0.132
34795,Final Uprising II,Xbox ,Sports,04-29-2007,58.69,4.2,1.36
40118,FROZEN HORIZON III,Mobile,Action,2021-05-18,30.99,8.0,1.75
23049,Ancient Nexus II,PlayStation,RPG,06/07/2012,21.54,6.4,0.425
44589,ETERNAL REALM: REBORN,playstation,Simulation,03-27-2010,,7.4,0.058
10577,Wild Storm: Origins,PlayStation,Puzzle,25/06/2006,10.73,6.5,0.654
44407,Broken Realm: Remastered,XBOX,Strategy,2016/10/22,51.28,8.6,0.145
31907,Mystic Kingdom: Origins,PC ,Simulation,05-08-2017,57.97,7.3,0.806
34673,Hidden Requiem: Remastered,XBOX,Sports,22/07/2007,51.55,8.1,2.033
23283,Eternal Odyssey,Mobile ,Racing,2019/05/18,9.79,4.9,1.12
10118,Dark Warfare,Xbox,Puzzle,09.02.2021,33.41,6.1,0.231
41103,Rising Legends: Origins,PC,,2022-02-08,26.94,7.2,0.431
35396,Golden Odyssey: Remastered,playstation,Adventure,12-05-2010,7.55,8.4,1.984
13095,Iron Dominion III,Mobile,Racing,2022-05-10,59.5,7.0,1.052
44396,Dark Horizon,Mobile,Strategy,07-06-2009,40.94,8.9,0.53
4725,Golden Chronicles HD,SWITCH,Simulation,14.01.2024,50.1,8.5,0.696
32455,neon kingdom hd,PlayStation,Action,09-13-2024,61.06,10.0,0.088
9398,Rogue Warfare HD,Mobile ,MOBA,06.09.2024,54.12,7.5,1.271
6381,Broken Uprising,P.C.,Sports,03.05.2014,62.25,4.7,0.031
34882,rogue uprising,playstation,Sports,2006-07-11,46.89,4.4,0.466
25758,Neon Warfare: Reborn,Nintendo Switch,Racing,17.04.2024,63.84,9.1,0.179
37533,Broken Dynasty: Origins,,Adventure,2009-09-25,8.45,7.4,0.2
41512,Golden Realm,Nintendo Switch,Sports,2008-09-01,7.02,7.3,0.675
26489,rogue dynasty hd,PC ,Adventure,26/08/2014,11.12,6.3,1.045
25778,Hidden Uprising HD,Playstation ,Strategy,17.06.2015,30.75,9.4,1.207
24439,savage frontier online,PC ,Puzzle,13.08.2017,20.19,,1.331
16249,crimson dynasty iii,P.C.,Strategy,26.08.2019,26.66,3.9,0.377
35298,Mystic Kingdom,XBOX,Action,13/09/2012,13.09,6.1,2.13
33757,ETERNAL UPRISING HD,PS,Simulation,25.08.2011,22.97,8.2,2.815
48829,Steel Uprising: Remastered,Nintendo Switch,Simulation,2020/10/15,,7.8,0.173
14645,Shadow Requiem,PS,Sports,2005-01-19,22.69,6.7,1.426
6914,Neon Storm: Remastered,Xbox,RPG,21/04/2013,70.53,8.4,2.691
44904,Golden Rebellion,Switch,Sports,15.12.2016,55.52,5.3,2.187
31074,Mystic Uprising,iOS/Android,MOBA,20.04.2021,8.9,8.0,0.003
39416,Neon Saga: Origins,Pc,Puzzle,2011-08-09,12.43,9.6,0.019
2713,Rising Requiem HD,PlayStation,MOBA,11-28-2007,63.09,6.6,1.085
15318,Rising Nexus,Nintendo Switch,Action,2011/02/06,68.58,6.4,0.238
17338,Lost Quest: Remastered,PlayStation,Simulation,08.10.2006,72.52,4.8,2.007
14433,Iron Uprising HD,Switch,Adventure,2021-07-22,22.85,5.6,0.049
36773,Rogue Uprising HD,iOS/Android,Puzzle,09-04-2023,44.05,6.2,1.51
11022,Neon Empire: Reborn,mobile,Simulation,05-12-2019,52.97,8.7,3.286
23102,Rising Nexus: Reborn,Mobile ,Strategy,,56.91,6.1,0.598
42270,Crimson Legends: Remastered,iOS/Android,Strategy,04-24-2007,37.59,6.7,0.837
38213,hidden storm,Nintendo Switch,Action,05.12.2006,61.1,3.8,0.688
38554,Ancient Legacy: Origins,Xbox,Action,2021-09-17,31.01,7.5,0.0
43099,Broken Saga,PlayStation,Sports,2021/08/06,40.58,8.3,0.964
18181,Steel Warfare,Mobile ,Strategy,30/11/2023,46.75,6.8,0.482
24497,Mystic Quest,Mobile ,MOBA,01-27-2012,27.29,5.2,0.287
38648,Eternal Dominion,xbox,RPG,2020-08-29,49.21,7.3,0.39
28055,Steel Kingdom HD,mobile,Shooter,2005-05-03,30.91,5.1,1.086
32100,Broken Requiem,Mobile ,Sports,11.06.2006,12.57,8.9,0.532
5746,Rogue Uprising,mobile,Strategy,2005-12-10,35.22,7.4,0.17
28203,SHADOW CHRONICLES: REMASTERED,SWITCH,RPG,2013/01/11,60.66,9.3,0.256
5604,FROZEN EMPIRE: REMASTERED,Mobile ,Sports,2012/07/07,25.69,7.5,0.105
46527,Savage Dynasty: Reborn,PC,Simulation,14/02/2012,41.75,9.5,2.523
39538,Lost Realm,pc,RPG,31/10/2012,38.86,4.5,1.099
33486,Lost Quest Online,Pc,Simulation,30/08/2024,41.3,4.8,0.958
11892,Silent Saga II,Xbox,Simulation,30.07.2009,21.21,,0.871
31564,Steel Dominion II,XBOX,Puzzle,2010-12-27,31.55,7.4,0.789
25565,FINAL REALM: REMASTERED,PC ,Strategy,2017/10/11,44.14,10.0,0.604
10126,savage realm: origins,Mobile ,Shooter,2018-02-23,60.07,8.3,0.41
27090,Final Quest,Xbox,Strategy,2009-05-05,11.43,4.7,0.242
20997,Golden Horizon: Reborn,switch,Racing,2021/11/06,59.68,6.8,1.448
16545,Broken Nexus,,Puzzle,02-08-2015,50.21,,2.379
10059,Broken Uprising: Reborn,mobile,Simulation,11.07.2013,20.78,9.1,3.121
30097,Shadow Rebellion,iOS/Android,RPG,13.09.2022,21.41,10.0,1.131
40562,Mystic Rebellion: Reborn,SWITCH,Strategy,27.01.2008,29.5,5.9,0.341
47843,Mystic Realm Online,P.C.,RPG,06-03-2020,11.02,7.7,0.281
22910,neon rebellion iii,playstation,RPG,2016/02/22,5.36,8.1,0.407
21003,GOLDEN LEGACY HD,Switch,RPG,2010-02-21,34.74,6.8,0.193
36299,lost nexus,mobile,Simulation,07.07.2012,26.12,5.9,0.068
8362,Rogue Quest III,Mobile,Action,11.04.2006,12.06,6.8,1.394
763,Crimson Dynasty: Origins,Xbox,Simulation,22/11/2015,21.49,7.7,2.159
24234,ancient rebellion,Playstation ,Racing,2006/05/07,58.5,5.6,0.051
18518,mystic dominion online,switch,Shooter,24/02/2021,10.92,9.1,1.891
40630,Neon Requiem,Switch,Sports,2020/05/27,11.43,7.5,0.598
8980,Eternal Vortex,switch,Simulation,09/07/2015,39.34,,1.017
38112,Silent Uprising II,PS,MOBA,06/11/2014,46.36,7.6,1.178
45686,lost vortex: reborn,xbox,Simulation,08-07-2014,61.63,6.2,0.413
48972,Mystic Rebellion: Reborn,Xbox,MOBA,2011-05-14,41.26,7.9,0.358
41787,Dark Rebellion,mobile,Adventure,2013-04-10,70.48,5.3,1.6
33599,Frozen Vortex: Reborn,P.C.,Adventure,10/06/2009,68.69,5.4,0.693
15638,Savage Legacy: Remastered,PC,Shooter,09-23-2008,51.84,9.0,1.038
38989,Shadow Requiem,PS,MOBA,2021-01-18,43.98,5.7,0.207
1982,Wild Frontier: Remastered,PS,Adventure,28.08.2024,62.93,6.6,0.43
47363,Shadow Rebellion,pc,Sports,2019-07-09,44.06,6.7,0.702
40591,Iron Rebellion: Origins,xbox,RPG,21/01/2016,32.83,9.5,0.302
36521,Final Chronicles HD,P.C.,Shooter,2010-03-11,60.93,7.1,0.168
35109,Final Warfare HD,mobile,MOBA,01-20-2024,15.09,6.8,0.641
28003,,SWITCH,MOBA,10/06/2007,16.18,6.9,0.211
17590,Eternal Horizon,switch,Puzzle,08-07-2020,40.76,7.7,0.451
17490,Golden Quest II,playstation,Strategy,11.03.2023,30.26,5.4,1.269
35794,Frozen Uprising,Mobile,Action,02-13-2005,50.24,7.2,0.543
21457,Neon Warfare: Reborn,SWITCH,Strategy,30/01/2018,67.35,7.2,0.529
44366,Silent Dominion: Reborn,Playstation ,Racing,11-08-2013,47.3,7.2,0.389
7170,Neon Warfare HD,PS,MOBA,2021/05/28,61.02,8.1,0.36
45940,BROKEN DOMINION: REMASTERED,PS,Action,28/12/2009,42.0,8.8,0.441
49436,NEON ODYSSEY: REMASTERED,XBOX,Strategy,16/08/2005,10.72,8.5,0.391
47399,iron frontier,iOS/Android,Simulation,11-03-2008,50.22,7.2,0.729
13884,Hidden Dominion HD,PC,Sports,2013/01/13,29.33,6.1,0.587
26482,Crimson Chronicles: Origins,Playstation ,RPG,2019-03-28,61.72,7.3,0.671
11806,Iron Dominion II,mobile,RPG,28.05.2020,20.62,7.7,0.513
33432,LOST KINGDOM: REMASTERED,pc,Puzzle,06-08-2010,54.04,7.4,0.685
7713,Neon Requiem: Remastered,XBOX,Adventure,12-15-2006,48.79,8.2,1.106
39013,Dark Chronicles Online,Pc,Strategy,02-06-2020,68.32,4.0,0.836
17618,Steel Nexus: Remastered,PlayStation,Sports,31/07/2023,50.55,7.3,0.461
37823,Ancient Horizon HD,iOS/Android,Action,16/10/2008,31.35,8.3,1.928
6060,Ancient Legacy: Remastered,PlayStation,Action,03.01.2015,57.66,7.4,0.965
17942,Shadow Nexus HD,XBOX,Sports,2009/04/29,18.8,9.3,0.295
37732,Crimson Odyssey HD,SWITCH,Adventure,06-19-2011,57.79,7.0,0.584
867,Rising Frontier Online,Mobile,Action,2015/01/07,38.64,,0.349
43081,Crimson Horizon,Playstation ,Sports,2015-03-07,22.85,5.4,0.165
2148,Broken Nexus HD,Xbox,Strategy,22.10.2011,50.12,-1.0,0.549
1799,Lost Odyssey HD,mobile,Action,12-19-2013,16.65,8.8,0.08
30513,Eternal Frontier,Switch,Strategy,2020-11-07,3.51,6.3,0.312
11276,Lost Dynasty,switch,Shooter,2005/04/05,48.63,10.0,0.157
14455,Ancient Realm: Origins,PlayStation,Sports,07.10.2011,72.48,6.7,2.569
29876,Rising Chronicles: Remastered,Pc,Adventure,19/01/2021,46.25,5.0,0.437
4838,Ancient Storm III,mobile,Adventure,29/01/2010,59.32,6.7,0.56
45209,Frozen Storm III,iOS/Android,Adventure,2013/11/02,36.36,6.3,1.517
27041,Iron Frontier: Origins,Mobile,Simulation,2010-06-13,19.77,6.0,1.744
2805,FINAL STORM,Nintendo Switch,MOBA,2010/08/30,13.13,7.1,0.351
15070,Rising Horizon HD,Switch,MOBA,08-24-2022,41.61,7.2,0.794
23406,Silent Warfare,PlayStation,Adventure,2016/09/26,7.08,6.3,0.089
40720,Ancient Frontier Online,XBOX,Racing,2015/02/13,10.98,7.5,0.348
49676,Dark Warfare III,Mobile,RPG,01-08-2013,62.37,5.4,0.177
34513,neon frontier: remastered,Playstation ,,03-16-2007,72.43,8.6,1.108
4640,ANCIENT STORM,P.C.,RPG,2007/05/19,38.83,7.5,0.201
21027,Ancient Vortex: Remastered,pc,RPG,01.11.2013,70.87,6.5,1.331
44712,LOST DOMINION III,iOS/Android,Sports,07-16-2011,66.22,8.6,0.593
13127,iron kingdom,mobile,Racing,13.04.2022,71.0,7.7,2.03
48538,final dynasty hd,Playstation ,Action,2016/12/05,4.13,5.7,0.217
4509,Ancient Vortex,PC ,Simulation,14/01/2005,29.09,7.2,0.2
8199,Crimson Uprising: Reborn,xbox,RPG,08.05.2020,1500.0,8.4,0.02
22913,Mystic Saga: Remastered,iOS/Android,RPG,2022/11/02,71.01,6.1,0.751
25928,Dark Saga III,Mobile,Puzzle,24.02.2009,71.16,6.6,0.415
16863,GOLDEN LEGACY HD,Mobile ,MOBA,10-06-2015,60.11,6.2,0.53
20944,Neon Warfare Online,,Action,01-02-2008,48.85,7.7,0.298
31445,Silent Legends: Origins,PS,Strategy,12-15-2015,32.07,8.6,2.625
18238,Savage Dynasty: Reborn,mobile,Shooter,05/07/2009,21.08,7.0,0.04
22460,Shadow Warfare: Origins,PC ,RPG,08-23-2006,70.61,6.9,1.427
47082,Rising Legends II,Xbox,Racing,22.03.2010,47.92,7.2,0.793
33620,Crimson Storm,switch,RPG,16.08.2023,56.54,9.7,0.532
33603,Shadow Empire HD,Xbox ,Simulation,10-26-2016,5.97,7.6,2.888
33665,Golden Requiem Online,Mobile ,MOBA,15.01.2020,4.55,7.3,1.273
24362,Wild Empire,Playstation ,,06.03.2022,28.01,8.3,0.151
30749,Hidden Frontier,PlayStation,Shooter,04-18-2006,64.81,10.0,0.057
24385,Dark Legends Online,Xbox,Simulation,2012/12/04,32.24,6.1,0.514
49302,Wild Saga: Remastered,xbox,Sports,07-21-2006,70.0,5.9,0.784
2018,Rising Frontier HD,Playstation ,Simulation,01.06.2005,24.61,8.9,0.023
1530,Golden Saga Online,Mobile,RPG,06-15-2014,54.19,9.4,1.515
33469,Eternal Legends,XBOX,RPG,01.07.2014,65.31,9.1,0.288
17859,Neon Kingdom: Origins,xbox,Racing,2007/12/12,38.93,5.3,1.428
36486,SHADOW NEXUS II,PC ,Racing,2012-05-11,14.18,6.5,0.723
41126,Hidden Dynasty III,iOS/Android,RPG,03-22-2015,28.09,-1.0,0.739
29260,Wild Legends II,Xbox ,RPG,29.01.2017,72.63,7.0,0.921
18473,Broken Frontier HD,XBOX,Shooter,2009-03-10,18.75,7.0,0.54
41100,Neon Vortex: Remastered,Playstation ,MOBA,2006/07/09,34.95,10.0,0.1
47684,Silent Frontier,Xbox ,Puzzle,03/04/2011,37.52,6.2,0.27
32560,Final Odyssey: Remastered,mobile,Shooter,2022-11-15,,8.4,
37382,Hidden Uprising HD,Switch,Simulation,2021/10/20,,7.2,0.152
30860,Silent Kingdom: Remastered,PS,Sports,09-19-2019,29.27,7.7,0.087
19736,Eternal Uprising HD,Pc,Action,2013-10-19,30.24,4.4,1.269
30109,Neon Legacy Online,switch,Sports,2016/01/03,30.77,9.6,
48093,Lost Horizon III,playstation,MOBA,05-15-2009,27.72,8.8,0.154
14584,Shadow Rebellion HD,Playstation ,Adventure,09-03-2005,63.73,6.9,0.222
49004,Steel Warfare II,Xbox ,MOBA,2024/02/04,57.08,6.8,0.882
28140,Ancient Quest: Remastered,mobile,Puzzle,2017-08-12,20.58,7.0,0.322
18424,Savage Kingdom II,PS,MOBA,22/08/2009,69.29,,1.531
3682,Shadow Storm II,Nintendo Switch,MOBA,2017/03/29,59.71,7.5,0.842
7789,Lost Chronicles II,PlayStation,Racing,11.04.2022,67.04,6.1,0.468
23494,RISING VORTEX: ORIGINS,PS,Strategy,2011/02/05,25.18,5.2,0.106
32328,Lost Storm,Xbox,,08/07/2006,47.1,8.7,0.055
19871,Frozen Vortex: Reborn,pc,Simulation,16/06/2015,31.46,7.9,0.126
29849,steel empire ii,pc,,2014/04/17,,8.7,0.945
31611,Ancient Vortex II,Mobile ,MOBA,2008/12/27,42.82,10.0,0.351
28596,Iron Warfare II,Xbox,Puzzle,27/11/2018,56.69,6.1,0.216
6708,Shadow Horizon: Remastered,Playstation ,Strategy,2012/09/23,58.12,6.6,2.108
12714,Mystic Odyssey HD,switch,RPG,09/06/2010,27.84,7.2,1.958
19312,FROZEN VORTEX: REBORN,switch,Action,2015/04/07,13.7,7.1,1.547
28173,Savage Dominion II,PC,Strategy,12-30-2005,10.07,9.6,1.246
43897,Golden Empire: Origins,Mobile ,Shooter,04.09.2009,52.87,5.9,0.287
17091,Steel Legacy: Reborn,Switch,MOBA,2014-01-29,44.62,5.6,0.692
12958,broken legacy iii,Mobile ,Sports,05-23-2005,63.82,5.6,0.123
424,Neon Odyssey,Mobile ,Strategy,03-21-2012,68.21,6.2,0.853
12851,,SWITCH,Sports,2024-05-21,17.31,6.5,0.834
27906,dark requiem ii,PC ,Racing,03-05-2015,45.86,7.1,0.341
35424,Broken Dynasty: Origins,iOS/Android,MOBA,2015-01-08,6.79,7.2,0.552
43700,Savage Nexus HD,Xbox ,Sports,28.09.2018,59.78,6.6,1.181
47536,CRIMSON DOMINION,P.C.,,14/08/2017,62.34,8.2,0.143
7722,Savage Uprising III,Pc,,06.04.2023,60.99,6.3,0.355
21407,Golden Empire: Origins,,Strategy,2005-02-27,50.13,6.9,1.068
17817,Neon Requiem,PC,Action,31.10.2005,11.79,6.2,2.779
39310,Silent Dynasty II,Nintendo Switch,Action,2009/07/24,14.75,7.6,2.649
482,Eternal Uprising: Reborn,Mobile,Strategy,10-16-2006,63.65,7.9,0.101
25027,Lost Vortex,SWITCH,Shooter,2008-08-23,30.85,7.0,0.269
40094,lost odyssey hd,Switch,Simulation,2012/06/10,56.83,4.8,0.225
20614,Broken Odyssey Online,PC,Simulation,18/08/2010,55.22,7.3,0.922
27633,Frozen Horizon III,PS,Adventure,,70.45,9.4,0.164
46349,savage legends,Xbox,Shooter,2024-07-05,60.11,10.0,0.614
49218,Wild Empire: Origins,iOS/Android,Racing,05.04.2013,64.4,4.9,0.01
23586,Rogue Quest II,iOS/Android,Simulation,2010-03-12,46.25,7.6,1.204
22743,HIDDEN DOMINION ONLINE,Playstation ,Puzzle,29.01.2009,68.04,3.5,0.327
44273,Golden Saga HD,SWITCH,Action,2017-07-23,61.86,4.4,
49068,Ancient Empire: Origins,PS,Racing,2022/06/23,26.05,6.2,0.455
34219,Broken Dominion,PS,MOBA,10-17-2020,24.42,7.8,1.799
8810,Wild Nexus: Origins,PS,Action,11-26-2023,40.0,6.1,1.168
43335,Golden Quest HD,Playstation ,Action,2014/08/20,41.73,6.3,0.16
29172,LOST FRONTIER: REMASTERED,XBOX,Sports,14.02.2017,59.43,9.3,0.888
